1,http://tmall.com
2,http://windowsupdate.com
3,http://baidu.com
4,http://sohu.com
5,http://taobao.com
6,http://360.cn
7,http://pinterest.com
8,http://googleusercontent.com
9,http://microsoftonline.com
10,http://sina.com.cn
11,http://ytimg.com
12,http://zhanqi.tv
13,http://cnn.com
14,http://yahoo.co.jp
15,http://forbes.com
16,http://theguardian.com
17,http://aliexpress.com
18,http://macromedia.com
19,http://akamaiedge.net
20,http://akadns.net
21,http://gvt2.com
22,http://huanqiu.com
23,http://wixsite.com
24,http://yy.com
25,http://17ok.com
26,http://office.net
27,http://ggpht.com
28,http://so.com
29,http://163.com
30,http://1688.com
31,http://facebook.net
32,http://babytree.com
33,http://msedge.net
34,http://hao123.com
35,http://hicloud.com
36,http://cloudfront.net
37,http://apple-dns.net
38,http://googletagservices.com
39,http://gome.com.cn
40,http://myspace.com
41,http://wa.me
42,http://akamaized.net
43,http://aliyun.com
44,http://akamai.net
45,http://amazon-adsystem.com
46,http://akamaihd.net
47,http://rednet.cn
48,http://msftncsi.com
49,http://cnzz.com
50,http://adnxs.com
51,http://gvt1.com
52,http://beian.gov.cn
53,http://twimg.com
54,http://fda.gov
55,http://msftconnecttest.com
56,http://tiktokcdn.com
57,http://51.la
58,http://demdex.net
59,http://alicdn.com
60,http://jiameng.com
61,http://azureedge.net
62,http://2mdn.net
63,http://edgekey.net
64,http://51sole.com
65,http://openx.net
66,http://rlcdn.com
67,http://netflix.net
68,http://linktr.ee
69,http://nflxso.net
70,http://businesswire.com
71,http://cdninstagram.com
72,http://zol.com.cn
73,http://momoshop.com.tw
74,http://umn.edu
75,http://inc.com
76,http://everesttech.net
77,http://trafficmanager.net
78,http://nflximg.com
79,http://nr-data.net
80,http://cnnic.cn
81,http://agkn.com
82,http://patch.com
83,http://quantserve.com
84,http://live.net
85,http://ubuntu.com
86,http://yimg.com
87,http://crwdcntrl.net
88,http://www.gov.cn
89,http://bet365.com
90,http://sfx.ms
91,http://mirror.co.uk
92,http://adsafeprotected.com
93,http://dns.google
94,http://adform.net
95,http://jsdelivr.net
96,http://e2ro.com
97,http://azurewebsites.net
98,http://nydailynews.com
99,http://gmw.cn
100,http://krxd.net
101,http://tencent.com
102,http://jianshu.com
103,http://idntimes.com
104,http://amap.com
105,http://edgesuite.net
106,http://tiktokcdn-in.com
107,http://exelator.com
108,http://costco.com
109,http://360doc.com
110,http://iyiou.com
111,http://sky.com
112,http://focus.cn
113,http://sq.cn
114,http://hatenablog.com
115,http://qpic.cn
116,http://licdn.com
117,http://goo.ne.jp
118,http://digitaltrends.com
119,http://shein.com
120,http://mookie1.com
121,http://nhk.or.jp
122,http://liansuo.com
123,http://1rx.io
124,http://ibicn.com
125,http://bbcollab.com
126,http://myqcloud.com
127,http://go-mpulse.net
128,http://cctv.com
129,http://globalsign.net
130,http://ssl-images-amazon.com
131,http://newegg.com
132,http://apachefriends.org
133,http://creativecdn.com
134,http://mdpi.com
135,http://dbs.com.sg
136,http://linksynergy.com
137,http://omtrdc.net
138,http://byteoversea.com
139,http://adsymptotic.com
140,http://pinterest.ca
141,http://kernel.org
142,http://umeng.com
143,http://w55c.net
144,http://miit.gov.cn
145,http://boc.cn
146,http://qlogo.cn
147,http://virginia.edu
148,http://bidr.io
149,http://sina.cn
150,http://bigcartel.com
151,http://dedecms.com
152,http://filesusr.com
153,http://myworkdayjobs.com
154,http://eastmoney.com
155,http://myworkday.com
156,http://banvenez.com
157,http://adobedtm.com
158,http://dbankcloud.com
159,http://qcloud.com
160,http://thehindu.com
161,http://businessweek.com
162,http://eghtesadonline.com
163,http://3gppnetwork.org
164,http://leboncoin.fr
165,http://msecnd.net
166,http://liadm.com
167,http://weather.gov
168,http://rfihub.com
169,http://dropboxusercontent.com
170,http://secomtrust.net
171,http://house365.com
172,http://army.mil
173,http://indexww.com
174,http://media-amazon.com
175,http://imrworldwide.com
176,http://cdn-apple.com
177,http://allrecipes.com
178,http://lww.com
179,http://shimo.im
180,http://yahoodns.net
181,http://mozilla.net
182,http://thestar.com
183,http://atdmt.com
184,http://babyschool.com.cn
185,http://rfc-editor.org
186,http://asahi.com
187,http://elsevierhealth.com
188,http://ads-twitter.com
189,http://staticflickr.com
190,http://cnki.net
191,http://jiathis.com
192,http://cnbeta.com
193,http://alibabausercontent.com
194,http://zhibo8.cc
195,http://lifo.gr
196,http://samsungcloud.com
197,http://stickyadstv.com
198,http://pcbaby.com.cn
199,http://japanpost.jp
200,http://navy.mil
201,http://nfl.com
202,http://me.com
203,http://usertrust.com
204,http://ew.com
205,http://washingtontimes.com
206,http://eqxiu.com
207,http://ed.ac.uk
208,http://accor.com
209,http://hexun.com
